"","value","id","keyword"
18673,1,"2019-08-14_195","律師"
18674,3,"2019-08-14_195","途經"
18676,3,"2019-08-14_195","之行"
18677,4,"2019-08-14_195","報警"
18680,1,"2019-08-14_195","之間"
18684,1,"2019-08-14_195","客觀"
18686,3,"2019-08-14_195","具結"
18688,3,"2019-08-14_195","酒醉"
18690,4,"2019-08-14_195","開時"
18694,4,"2019-08-14_195","我們"
18698,1,"2019-08-14_195","照明"
18699,1,"2019-08-14_195","已經"
18700,2,"2019-08-14_195","尚未"
18702,1,"2019-08-14_195","表明"
18711,8,"2019-08-14_195","南路"
18714,1,"2019-08-14_195","均須"
18715,1,"2019-08-14_195","減速"
18716,2,"2019-08-14_195","內側"
18719,1,"2019-08-14_195","夜間"
18726,2,"2019-08-14_195","燈光"
18727,4,"2019-08-14_195","堪以"
18728,4,"2019-08-14_195","傳聞"
18729,1,"2019-08-14_195","來車"
18732,1,"2019-08-14_195","狀並"
18735,3,"2019-08-14_195","閃避不及"
18737,1,"2019-08-14_195","切勿"
18738,1,"2019-08-14_195","上級法院"
18740,3,"2019-08-14_195","不及"
18744,1,"2019-08-14_195","二案"
18748,5,"2019-08-14_195","偵訊"
18749,1,"2019-08-14_195","他造"
18751,2,"2019-08-14_195","實業"
18752,1,"2019-08-14_195","人數"
18754,1,"2019-08-14_195","作成"
18756,2,"2019-08-14_195","意見書"
18757,8,"2019-08-14_195","因為"
18758,1,"2019-08-14_195","科刑"
18759,3,"2019-08-14_195","系爭"
18762,5,"2019-08-14_195","口時"
18767,2,"2019-08-14_195","並於"
18768,1,"2019-08-14_195","研判"
18769,5,"2019-08-14_195","狀態"
18773,2,"2019-08-14_195","自應"
18774,2,"2019-08-14_195","導致"
18775,5,"2019-08-14_195","執照"
18776,2,"2019-08-14_195","供述"
18780,1,"2019-08-14_195","素行"
18781,6,"2019-08-14_195","語見"
18787,3,"2019-08-14_195","異議"
18788,3,"2019-08-14_195","聲明"
18790,6,"2019-08-14_195","時速"
18791,1,"2019-08-14_195","補提"
18792,7,"2019-08-14_195","嚴重"
18793,2,"2019-08-14_195","表在"
18794,1,"2019-08-14_195","進行"
18795,1,"2019-08-14_195","有何"
18798,4,"2019-08-14_195","責任"
18801,5,"2019-08-14_195","違規"
18805,2,"2019-08-14_195","外側"
18806,8,"2019-08-14_195","速度"
18807,3,"2019-08-14_195","同向"
18808,3,"2019-08-14_195","當庭"
18810,1,"2019-08-14_195","傷勢"
18813,9,"2019-08-14_195","公里"
18815,3,"2019-08-14_195","聯合"
18816,2,"2019-08-14_195","進入"
18817,3,"2019-08-14_195","行進"
18820,2,"2019-08-14_195","意見"
18822,2,"2019-08-14_195","案發"
18824,8,"2019-08-14_195","多處"
18826,3,"2019-08-14_195","臺北市立"
18827,11,"2019-08-14_195","身體"
18828,3,"2019-08-14_195","文書"
18829,2,"2019-08-14_195","具有"
18833,4,"2019-08-14_195","最高法院"
18834,2,"2019-08-14_195","比較"
18835,2,"2019-08-14_195","反面"
18836,6,"2019-08-14_195","車速"
18838,1,"2019-08-14_195","書面"
18839,1,"2019-08-14_195","言詞"
18840,1,"2019-08-14_195","屆滿"
18841,1,"2019-08-14_195","之上"
18843,2,"2019-08-14_195","引用"
18844,3,"2019-08-14_195","外傷"
18845,2,"2019-08-14_195","是否"
18849,4,"2019-08-14_195","穿越"
18850,2,"2019-08-14_195","同日"
18851,1,"2019-08-14_195","保持"
18853,11,"2019-08-14_195","義務"
18855,1,"2019-08-14_195","人應"
18856,23,"2019-08-14_195","計程車"
18857,10,"2019-08-14_195","第至頁"
18859,2,"2019-08-14_195","到場"
18862,1,"2019-08-14_195","採信"
18864,1,"2019-08-14_195","發現"
18866,1,"2019-08-14_195","明確"
18867,1,"2019-08-14_195","否認"
18868,1,"2019-08-14_195","時應"
18869,2,"2019-08-14_195","可能"
18870,3,"2019-08-14_195","同意"
18871,1,"2019-08-14_195","所受"
18874,16,"2019-08-14_195","危險"
18876,4,"2019-08-14_195","位置"
18878,2,"2019-08-14_195","罪犯"
18881,1,"2019-08-14_195","調查"
18885,6,"2019-08-14_195","情節"
18886,1,"2019-08-14_195","上訴書"
18887,8,"2019-08-14_195","辯護人"
18891,8,"2019-08-14_195","頭部"
18892,2,"2019-08-14_195","綠燈"
18894,4,"2019-08-14_195","之前"
18896,1,"2019-08-14_195","以外"
18897,2,"2019-08-14_195","後方"
18898,1,"2019-08-14_195","因果關係"
18899,4,"2019-08-14_195","機關"
18900,1,"2019-08-14_195","製作"
18902,1,"2019-08-14_195","前案"
18904,4,"2019-08-14_195","報告"
18907,1,"2019-08-14_195","公務員"
18908,1,"2019-08-14_195","減輕"
18914,1,"2019-08-14_195","具體"
18920,1,"2019-08-14_195","表示"
18922,5,"2019-08-14_195","車子"
18926,1,"2019-08-14_195","乾燥"
18927,1,"2019-08-14_195","柏油"
18928,4,"2019-08-14_195","無法"
18932,3,"2019-08-14_195","前述"
18933,2,"2019-08-14_195","影響"
18934,1,"2019-08-14_195","並未"
18935,3,"2019-08-14_195","作為"
18936,1,"2019-08-14_195","不諱"
18937,3,"2019-08-14_195","遵守"
18939,1,"2019-08-14_195","法庭"
18941,1,"2019-08-14_195","警詢"
18943,2,"2019-08-14_195","承認"
18944,3,"2019-08-14_195","車身"
18945,3,"2019-08-14_195","並有"
18948,6,"2019-08-14_195","直行"
18949,1,"2019-08-14_195","天候"
18950,1,"2019-08-14_195","高等法院"
18951,7,"2019-08-14_195","死亡"
18952,7,"2019-08-14_195","時間"
18956,2,"2019-08-14_195","談話"
18958,3,"2019-08-14_195","前方"
18960,1,"2019-08-14_195","全文"
18962,2,"2019-08-14_195","態度"
18964,4,"2019-08-14_195","公尺"
18966,6,"2019-08-14_195","違反"
18967,1,"2019-08-14_195","確定"
18969,6,"2019-08-14_195","適當"
18970,1,"2019-08-14_195","時分"
18972,1,"2019-08-14_195","通過"
18974,1,"2019-08-14_195","此有"
18975,3,"2019-08-14_195","停車"
18980,16,"2019-08-14_195","看到"
18981,1,"2019-08-14_195","其刑"
18982,2,"2019-08-14_195","委員會"
18984,2,"2019-08-14_195","認為"
18985,1,"2019-08-14_195","相當"
18986,2,"2019-08-14_195","審判程序"
18987,2,"2019-08-14_195","之刑"
18988,7,"2019-08-14_195","偵卷"
18989,1,"2019-08-14_195","交通安全"
18992,3,"2019-08-14_195","測試"
18993,3,"2019-08-14_195","減刑"
18994,1,"2019-08-14_195","補充"
18995,1,"2019-08-14_195","障礙物"
18996,4,"2019-08-14_195","辯稱"
18998,5,"2019-08-14_195","參照"
18999,3,"2019-08-14_195","致人"
19000,1,"2019-08-14_195","等語"
19002,8,"2019-08-14_195","擦傷"
19005,1,"2019-08-14_195","缺陷"
19006,19,"2019-08-14_195","煞車"
19008,2,"2019-08-14_195","規則"
19011,1,"2019-08-14_195","達成"
19013,2,"2019-08-14_195","距離"
19018,1,"2019-08-14_195","第一"
19020,1,"2019-08-14_195","視距"
19022,2,"2019-08-14_195","準備"
19024,1,"2019-08-14_195","起訴"
19025,4,"2019-08-14_195","法院"
19027,1,"2019-08-14_195","為準"
19029,5,"2019-08-14_195","情況"
19032,2,"2019-08-14_195","敘述"
19033,1,"2019-08-14_195","文中"
19035,3,"2019-08-14_195","條例"
19037,4,"2019-08-14_195","營業"
19038,2,"2019-08-14_195","貿然"
19039,2,"2019-08-14_195","適用"
19040,1,"2019-08-14_195","日期"
19043,6,"2019-08-14_195","當事人"
19044,2,"2019-08-14_195","宣告"
19047,2,"2019-08-14_195","警員"
19049,1,"2019-08-14_195","相符"
19050,1,"2019-08-14_195","附錄"
19051,1,"2019-08-14_195","職務"
19052,1,"2019-08-14_195","具備"
19053,4,"2019-08-14_195","計算"
19054,3,"2019-08-14_195","右側"
19055,1,"2019-08-14_195","到庭"
19056,1,"2019-08-14_195","診斷"
19058,12,"2019-08-14_195","造成"
19060,8,"2019-08-14_195","採取"
19061,1,"2019-08-14_195","行人穿越"
19062,1,"2019-08-14_195","證明書"
19063,9,"2019-08-14_195","措施"
19064,6,"2019-08-14_195","結果"
19065,3,"2019-08-14_195","接受"
19067,2,"2019-08-14_195","路面"
19068,2,"2019-08-14_195","論罪"
19069,2,"2019-08-14_195","左側"
19070,1,"2019-08-14_195","受傷"
19071,3,"2019-08-14_195","裁判"
19072,4,"2019-08-14_195","路段"
19073,1,"2019-08-14_195","起訴書"
19077,1,"2019-08-14_195","請求"
19078,8,"2019-08-14_195","隨時"
19081,2,"2019-08-14_195","和解"
19085,23,"2019-08-14_195","撞擊"
19087,1,"2019-08-14_195","現場圖"
19090,1,"2019-08-14_195","毫克"
19091,1,"2019-08-14_195","九十六年"
19093,4,"2019-08-14_195","醫院"
19094,5,"2019-08-14_195","必要"
19095,1,"2019-08-14_195","良好"
19096,2,"2019-08-14_195","審判"
19097,6,"2019-08-14_195","交通事故"
19098,6,"2019-08-14_195","不得"
19099,6,"2019-08-14_195","能力"
19101,6,"2019-08-14_195","受有"
19102,6,"2019-08-14_195","筆錄"
19103,3,"2019-08-14_195","事故"
19105,6,"2019-08-14_195","從事"
19106,16,"2019-08-14_195","照片"
19108,6,"2019-08-14_195","部分"
19109,4,"2019-08-14_195","程序"
19110,10,"2019-08-14_195","駕車"
19111,2,"2019-08-14_195","處理"
19112,11,"2019-08-14_195","鑑定"
19113,3,"2019-08-14_195","號誌"
19114,1,"2019-08-14_195","並無"
19115,2,"2019-08-14_195","重型"
19117,9,"2019-08-14_195","岔路"
19120,13,"2019-08-14_195","上開"
19121,1,"2019-08-14_195","坦承"
19122,1,"2019-08-14_195","四條"
19123,9,"2019-08-14_195","方向"
19124,1,"2019-08-14_195","施行"
19126,2,"2019-08-14_195","情事"
19129,5,"2019-08-14_195","中華民國"
19130,7,"2019-08-14_195","路口"
19131,4,"2019-08-14_195","道路"
19133,3,"2019-08-14_195","酒精濃度"
19134,2,"2019-08-14_195","分局"
19135,3,"2019-08-14_195","犯行"
19136,4,"2019-08-14_195","自首"
19137,1,"2019-08-14_195","倒地"
19138,11,"2019-08-14_195","安全"
19139,2,"2019-08-14_195","第款"
19140,1,"2019-08-14_195","第三"
19141,8,"2019-08-14_195","小客車"
19142,2,"2019-08-14_195","行經"
19144,3,"2019-08-14_195","車牌號碼"
19145,7,"2019-08-14_195","之人"
19149,10,"2019-08-14_195","行車"
19151,4,"2019-08-14_195","陳述"
19152,10,"2019-08-14_195","行為"
19153,2,"2019-08-14_195","政府"
19154,2,"2019-08-14_195","警察局"
19155,10,"2019-08-14_195","交通"
19156,6,"2019-08-14_195","汽車"
19157,2,"2019-08-14_195","執行"
19158,6,"2019-08-14_195","現場"
19161,10,"2019-08-14_195","認定"
19162,16,"2019-08-14_195","狀況"
19164,11,"2019-08-14_195","審理"
19165,7,"2019-08-14_195","車禍"
19168,9,"2019-08-14_195","騎乘"
19170,2,"2019-08-14_195","道路交通事故"
19171,12,"2019-08-14_195","第頁"
19173,19,"2019-08-14_195","證人"
19174,3,"2019-08-14_195","偵查"
19175,13,"2019-08-14_195","業務"
19176,10,"2019-08-14_195","過失"
19177,13,"2019-08-14_195","車輛"
19178,14,"2019-08-14_195","發生"
19179,13,"2019-08-14_195","肇事"
19180,27,"2019-08-14_195","證據"
19221,1,"2019-08-14_194","稱伊"
19246,1,"2019-08-14_194","橫向"
19261,1,"2019-08-14_194","回來"
19384,1,"2019-08-14_194","中並"
19389,1,"2019-08-14_194","已將"
19517,1,"2019-08-14_194","飛出去"
19575,1,"2019-08-14_194","各減"
19610,1,"2019-08-14_194","既考"
19614,1,"2019-08-14_194","曉得"
19621,1,"2019-08-14_194","並致"
19641,1,"2019-08-14_194","制定"
19671,1,"2019-08-14_194","罪行"
19719,1,"2019-08-14_194","目睹"
19781,1,"2019-08-14_194","時竟"
19850,1,"2019-08-14_194","指證"
19890,1,"2019-08-14_194","詳且"
19968,1,"2019-08-14_194","幫忙"
19983,14,"2019-08-14_194","安東街"
20004,1,"2019-08-14_194","賴淑美上"
20026,1,"2019-08-14_194","拖行"
20060,1,"2019-08-14_194","而屬"
20094,1,"2019-08-14_194","往西"
20142,1,"2019-08-14_194","非屬"
20145,1,"2019-08-14_194","外並"
20161,1,"2019-08-14_194","葉雅婷"
20190,1,"2019-08-14_194","前條"
20218,1,"2019-08-14_194","先生"
20262,1,"2019-08-14_194","越過"
20313,1,"2019-08-14_194","應分論"
20321,1,"2019-08-14_194","其受"
20341,1,"2019-08-14_194","轉過"
20344,1,"2019-08-14_194","左肘"
20366,1,"2019-08-14_194","聲響"
20377,1,"2019-08-14_194","辯顯"
20448,3,"2019-08-14_194","短暫"
20489,1,"2019-08-14_194","查知"
20492,1,"2019-08-14_194","其後"
20507,1,"2019-08-14_194","許翠燕中"
20550,1,"2019-08-14_194","之作"
20552,1,"2019-08-14_194","及時"
20588,1,"2019-08-14_194","行時"
20591,1,"2019-08-14_194","該路"
20597,1,"2019-08-14_194","騎士"
20643,1,"2019-08-14_194","相互"
20659,1,"2019-08-14_194","人即"
20683,1,"2019-08-14_194","車體"
20727,1,"2019-08-14_194","柒月"
20748,1,"2019-08-14_194","馬上"
20757,1,"2019-08-14_194","常情"
20780,1,"2019-08-14_194","忽然"
20821,1,"2019-08-14_194","如前所述"
20837,1,"2019-08-14_194","認以"
20879,1,"2019-08-14_194","仁愛"
20880,1,"2019-08-14_194","停放在"
20882,1,"2019-08-14_194","很大"
20892,2,"2019-08-14_194","同前"
20909,1,"2019-08-14_194","給予"
20919,1,"2019-08-14_194","斯時"
20985,1,"2019-08-14_194","時疏"
20992,2,"2019-08-14_194","黑色"
20995,1,"2019-08-14_194","中午"
21005,1,"2019-08-14_194","張在"
21008,1,"2019-08-14_194","衡諸"
21026,1,"2019-08-14_194","情二案"
21048,1,"2019-08-14_194","中證述"
21055,1,"2019-08-14_194","取證"
21056,2,"2019-08-14_194","停下"
21076,1,"2019-08-14_194","時所為"
21079,1,"2019-08-14_194","依該"
21099,1,"2019-08-14_194","一致"
21113,1,"2019-08-14_194","診斷書"
21142,1,"2019-08-14_194","撞倒"
21177,4,"2019-08-14_194","記下"
21189,1,"2019-08-14_194","與乙"
21229,1,"2019-08-14_194","此時"
21237,1,"2019-08-14_194","日如"
21248,1,"2019-08-14_194","為號"
21260,1,"2019-08-14_194","口欲"
21269,1,"2019-08-14_194","驗傷"
21285,1,"2019-08-14_194","遺棄"
21307,1,"2019-08-14_194","駛至"
21335,1,"2019-08-14_194","救助"
21353,1,"2019-08-14_194","東向西"
21373,2,"2019-08-14_194","拾伍"
21375,1,"2019-08-14_194","摩托車"
21386,1,"2019-08-14_194","駛離"
21394,1,"2019-08-14_194","不會"
21399,1,"2019-08-14_194","快速"
21433,1,"2019-08-14_194","而本件"
21438,1,"2019-08-14_194","一再"
21440,1,"2019-08-14_194","查證"
21449,1,"2019-08-14_194","中指"
21451,1,"2019-08-14_194","瘀傷"
21470,2,"2019-08-14_194","車牌"
21515,1,"2019-08-14_194","無疑"
21522,1,"2019-08-14_194","伍拾"
21527,1,"2019-08-14_194","由甲"
21531,1,"2019-08-14_194","手肘"
21576,2,"2019-08-14_194","地上"
21582,1,"2019-08-14_194","不同"
21586,1,"2019-08-14_194","嗣經"
21623,1,"2019-08-14_194","損失"
21632,1,"2019-08-14_194","口其"
21670,1,"2019-08-14_194","以內"
21681,1,"2019-08-14_194","中證"
21707,1,"2019-08-14_194","時有"
21726,1,"2019-08-14_194","察看"
21734,1,"2019-08-14_194","很快"
21743,1,"2019-08-14_194","犯上"
21758,2,"2019-08-14_194","肇事逃逸罪"
21783,4,"2019-08-14_194","由東"
21789,1,"2019-08-14_194","關係"
21790,1,"2019-08-14_194","左小腿"
21799,1,"2019-08-14_194","左方"
21805,1,"2019-08-14_194","其所"
21810,1,"2019-08-14_194","地方"
21828,1,"2019-08-14_194","路旁"
21851,1,"2019-08-14_194","大致"
21852,4,"2019-08-14_194","聲音"
21863,1,"2019-08-14_194","離去"
21879,1,"2019-08-14_194","依前"
21910,1,"2019-08-14_194","與其"
21927,1,"2019-08-14_194","理應"
21932,1,"2019-08-14_194","刑期"
21935,1,"2019-08-14_194","移送"
21939,1,"2019-08-14_194","惟查"
21950,1,"2019-08-14_194","之詞"
21954,1,"2019-08-14_194","領有"
21960,5,"2019-08-14_194","加速"
21962,1,"2019-08-14_194","天氣"
22003,3,"2019-08-14_194","隨即"
22009,8,"2019-08-14_194","忠孝東路"
22044,1,"2019-08-14_194","自得"
22058,1,"2019-08-14_194","動機"
22069,1,"2019-08-14_194","快車道"
22075,2,"2019-08-14_194","大安區"
22077,1,"2019-08-14_194","產生"
22079,3,"2019-08-14_194","聽到"
22091,1,"2019-08-14_194","時知"
22095,2,"2019-08-14_194","目擊"
22100,1,"2019-08-14_194","卸責"
22115,1,"2019-08-14_194","實體"
22129,1,"2019-08-14_194","手段"
22135,1,"2019-08-14_194","交訴"
22136,1,"2019-08-14_194","而經"
22150,1,"2019-08-14_194","第款定"
22173,1,"2019-08-14_194","瑕疵"
22175,1,"2019-08-14_194","救護"
22176,2,"2019-08-14_194","左手"
22183,1,"2019-08-14_194","犯行洵"
22192,1,"2019-08-14_194","證詞"
22207,1,"2019-08-14_194","論科二核"
22225,1,"2019-08-14_194","車尾"
22231,1,"2019-08-14_194","後來"
22234,2,"2019-08-14_194","參酌"
22239,1,"2019-08-14_194","法條"
22243,1,"2019-08-14_194","視為"
22258,1,"2019-08-14_194","構成"
22262,1,"2019-08-14_194","右方"
22264,2,"2019-08-14_194","右後方"
22270,1,"2019-08-14_194","正常"
22274,1,"2019-08-14_194","當天"
22278,1,"2019-08-14_194","開交"
22294,1,"2019-08-14_194","時本應"
22299,1,"2019-08-14_194","死傷"
22303,1,"2019-08-14_194","方面"
22309,1,"2019-08-14_194","參月"
22311,1,"2019-08-14_194","過程"
22312,1,"2019-08-14_194","年間"
22313,1,"2019-08-14_194","追撞"
22325,1,"2019-08-14_194","經甲"
22330,1,"2019-08-14_194","大安"
22335,1,"2019-08-14_194","下列"
22342,1,"2019-08-14_194","審判長"
22346,2,"2019-08-14_194","確實"
22354,2,"2019-08-14_194","知道"
22359,1,"2019-08-14_194","矢口否認"
22364,1,"2019-08-14_194","代理人"
22373,1,"2019-08-14_194","等情"
22374,1,"2019-08-14_194","違法"
22378,1,"2019-08-14_194","揭時"
22382,1,"2019-08-14_194","路人"
22400,1,"2019-08-14_194","證稱"
22403,1,"2019-08-14_194","不足"
22404,1,"2019-08-14_194","見狀"
22413,1,"2019-08-14_194","適有"
22416,1,"2019-08-14_194","一乙"
22427,1,"2019-08-14_194","目的"
22428,1,"2019-08-14_194","綜上所述"
22438,1,"2019-08-14_194","不符"
22443,1,"2019-08-14_194","顯有"
22444,1,"2019-08-14_194","左右"
22448,2,"2019-08-14_194","慢車道"
22451,1,"2019-08-14_194","前項"
22454,1,"2019-08-14_194","一訊據"
22460,1,"2019-08-14_194","未曾"
22467,2,"2019-08-14_194","故意"
22469,1,"2019-08-14_194","爭執"
22471,2,"2019-08-14_194","知悉"
22472,1,"2019-08-14_194","至交"
22481,1,"2019-08-14_194","院區"
22489,1,"2019-08-14_194","所述"
22492,2,"2019-08-14_194","減為"
22499,1,"2019-08-14_194","要件"
22513,1,"2019-08-14_194","報警"
22521,1,"2019-08-14_194","觸犯"
22526,1,"2019-08-14_194","開時"
22532,1,"2019-08-14_194","禮讓"
22542,1,"2019-08-14_194","再犯"
22557,1,"2019-08-14_194","突然"
22560,1,"2019-08-14_194","上述"
22564,1,"2019-08-14_194","傳聞"
22569,1,"2019-08-14_194","加重"
22571,2,"2019-08-14_194","閃避不及"
22576,1,"2019-08-14_194","不及"
22577,6,"2019-08-14_194","往西方"
22582,4,"2019-08-14_194","開車"
22589,1,"2019-08-14_194","路由"
22590,2,"2019-08-14_194","作成"
22593,1,"2019-08-14_194","因為"
22594,1,"2019-08-14_194","科刑"
22603,1,"2019-08-14_194","並於"
22606,2,"2019-08-14_194","公分"
22607,1,"2019-08-14_194","業經"
22611,1,"2019-08-14_194","執照"
22617,2,"2019-08-14_194","語見"
22622,2,"2019-08-14_194","累犯"
22623,2,"2019-08-14_194","異議"
22624,2,"2019-08-14_194","聲明"
22628,1,"2019-08-14_194","嚴重"
22631,1,"2019-08-14_194","有何"
22633,1,"2019-08-14_194","明知"
22639,1,"2019-08-14_194","應予"
22640,1,"2019-08-14_194","人處"
22641,1,"2019-08-14_194","外側"
22642,1,"2019-08-14_194","速度"
22643,4,"2019-08-14_194","同向"
22645,1,"2019-08-14_194","年月日時"
22646,1,"2019-08-14_194","傷勢"
22651,1,"2019-08-14_194","聯合"
22652,2,"2019-08-14_194","進入"
22653,3,"2019-08-14_194","行進"
22662,1,"2019-08-14_194","臺北市立"
22665,1,"2019-08-14_194","具有"
22667,1,"2019-08-14_194","一二"
22674,2,"2019-08-14_194","書面"
22675,2,"2019-08-14_194","言詞"
22677,1,"2019-08-14_194","之上"
22686,1,"2019-08-14_194","同日"
22694,2,"2019-08-14_194","自然"
22697,1,"2019-08-14_194","該處"
22698,2,"2019-08-14_194","採信"
22700,2,"2019-08-14_194","發現"
22702,2,"2019-08-14_194","明確"
22703,2,"2019-08-14_194","否認"
22705,1,"2019-08-14_194","可能"
22706,2,"2019-08-14_194","同意"
22707,1,"2019-08-14_194","所受"
22709,3,"2019-08-14_194","前開"
22714,2,"2019-08-14_194","罪犯"
22717,1,"2019-08-14_194","調查"
22718,2,"2019-08-14_194","地點"
22719,1,"2019-08-14_194","賠償"
22720,1,"2019-08-14_194","經過"
22721,1,"2019-08-14_194","情節"
22723,1,"2019-08-14_194","辯護人"
22724,1,"2019-08-14_194","所載"
22726,2,"2019-08-14_194","光線"
22727,1,"2019-08-14_194","頭部"
22729,2,"2019-08-14_194","日間"
22730,1,"2019-08-14_194","之前"
22732,2,"2019-08-14_194","以外"
22734,1,"2019-08-14_194","因果關係"
22737,2,"2019-08-14_194","完畢"
22738,1,"2019-08-14_194","前案"
22745,1,"2019-08-14_194","判處"
22747,1,"2019-08-14_194","暫停"
22758,1,"2019-08-14_194","車子"
22760,1,"2019-08-14_194","毒品"
22771,2,"2019-08-14_194","作為"
22776,3,"2019-08-14_194","客車"
22780,1,"2019-08-14_194","車身"
22784,1,"2019-08-14_194","直行"
22785,1,"2019-08-14_194","天候"
22786,1,"2019-08-14_194","高等法院"
22788,1,"2019-08-14_194","時間"
22789,1,"2019-08-14_194","刑並"
22790,12,"2019-08-14_194","右轉"
22796,1,"2019-08-14_194","全文"
22797,3,"2019-08-14_194","自小"
22800,4,"2019-08-14_194","公尺"
22803,1,"2019-08-14_194","確定"
22805,2,"2019-08-14_194","適當"
22806,1,"2019-08-14_194","時分"
22809,10,"2019-08-14_194","逃逸"
22810,1,"2019-08-14_194","此有"
22811,2,"2019-08-14_194","停車"
22812,2,"2019-08-14_194","百元"
22814,1,"2019-08-14_194","經查"
22816,2,"2019-08-14_194","看到"
22817,1,"2019-08-14_194","其刑"
22820,1,"2019-08-14_194","認為"
22821,1,"2019-08-14_194","相當"
22822,1,"2019-08-14_194","審判程序"
